CCN,COMP_ITEM_ID,COMMODITY,LEAD_TIME,CFG,ITM_DESC,CHANNEL_ID,PRODUCT_ID,PRODUCT_NAME,SCHEDULER_NAME,DMND_WEEK_STRT_DATE,VRSN_WEEK_STRT_DATE,MRP_FCST_QTY,SUPPLY_CHAIN_TYPE,DW_PKG_UPD_DTS
C40000,92PN4,ODM Mechanical,13,"92PN4-KIT,CVR,LCD,SLVR,NT,TULIP 14","KIT,CVR,LCD,SLVR,NT,TULIP 14",5000947,60146,TULIP14BDWBTX,PHOAY_HOON_TAN (PERSONAL NB),28-11-2015,14-11-2015,10,CTO,02:40.4
M10000,4CTXW,Keyboard_NBK,17,nbkybd_EMDB3_WIN8_US_E5,"KYBD,83,US,ENG,EMDB3,WIN8,E5",5000005,52370,SALADO 14,ELISE_TAN (NBK_KYBD),30-04-2016,19-03-2016,0,CTO,15:39.5
C40000,VH8V8,ODM Mechanical,13,"VH8V8-HNG,CAP,RT,TOUCH,E7270","HNG,CAP,RT,TOUCH,E7270",5000948,62905,BEAVERCREEK12CTO,PHOAY_HOON_TAN (LATI LCD),04-06-2016,19-03-2016,3,CTO,15:39.5
C40000,61H6H,Memory,13,MEM_UDIMM_DDR4_2133_4GB,"DIMM,4GB,2133,1RX8,4G,DDR4,NU",5000947,62408,SWORDFISHSFFBTX,BTX_OPTIPLEX_DESKTOPS,21-05-2016,23-01-2016,60,BTO,11:48.7
BRH,XP5PX,HDD_NB_DT,8,HDD_NB_2_5_1TB_5400_SATA3,"HD,1TB,S3,5.4,512E,ST,M8BP2,16",5364,60146,TULIP14BDWBTX,BTX_PERSONAL_NOTEBOOKS_BRZ,20-08-2016,30-04-2016,3,BTO,32:44.2
C10000,8XG1T,Wireless,8,CRD_WRLES_M.2_INTEL8260_WW,"CRD,WRLES,M.2,INTEL8260,WW",5000960,62419,BLUEFINAIOCTO,NUR_WARDAH_UMAR,17-09-2016,21-11-2015,74,CTO,02:40.4
C10000,XP5PX,HDD_NB_DT,8,HDD_NB_2_5_1TB_5400_SATA3,"HD,1TB,S3,5.4,512E,ST,M8BP2,16",5000960,61176,ORCSKL24BTX,BTX_PERSONAL_DESKTOPS,16-01-2016,10-10-2015,0,BTO,51:30.0
M10000,KHPW0,ODM Mechanical,13,"KHPW0-ASSY,CVR,HNG,R,NTCH,E5570/3510","ASSY,CVR,HNG,R,NTCH,E5570/3510",5000004,62857,PARKCITY15CTO,PHOAY_HOON_TAN (LATI LCD),08-10-2016,31-10-2015,218,CTO,02:40.4
E10000,23322,CORD,10,23322_CFG,"CORD,PWR,220V,1.8M,ITL/CHL",2190,54570,N2024P,EUGENE_MCMAHON_FORCE10,06-08-2016,16-04-2016,1,CTO,46:40.9
C10000,FDMRM,Memory,13,MEM_SODIMM_DDR4_2133_4GB,"DIMM,4GB,2133,1RX8,4G,DDR4,S",30000,62854,PARKCITY14CTO,QUEENNIE_SAW (MEMNBK),17-09-2016,19-03-2016,130,CTO,15:39.5
DAO,GMNNC,Graphic Card,19,"CRD,GRPHC,2GB,K2200","CRD,GRPHC,4GB,K2200,V2",1865,77298,PR51337FARLLONMT,JACQUEL_HIGHTOWER(LARGE ORDERS),14-01-2017,06-02-2016,0,CTO,57:56.9
E10000,XRHWG,Battery,13,Jayton_2_Tablets_Poly_ ED650,"BTRY,PRI,35WHR,2C,LITH,SIMPLO",2190,64250,JAYTONSECUREBTX,BTX_LATITUDE,02-07-2016,02-01-2016,14,BTO,21:42.6
C40000,1V0PP,Battery,13,Miramar15/17_6_Poly_ED520,"BTRY,PRI,72WHR,6C,LITH,LGC",5001417,61339,MIRAMAR 15,NORMAWARZURA_MAT (BATTERY_APJ),07-01-2017,06-02-2016,7,CTO,57:56.9
M10000,6XHN0,Cable,13,"ASSY,CRD,I/O,VGA,W/CBL,SFF,D7","ASSY,CRD,I/O,VGA,W/CBL,SFF,D7",5000005,80809,WHITEFISHMLK SFF,SERENA_YANG,09-07-2016,26-03-2016,73,CTO,21:48.5
DAO,3JKG4,ODM Mechanical,13,"3JKG4-KIT,LCD,CVR,SLVR,TCH,3157/8","KIT,LCD,CVR,SLVR,TCH,3157/8",1865,61239,REDWOODMLKBSWBTX,BTX_PERSONAL_NOTEBOOKS,24-10-2015,17-10-2015,0,BTP,02:40.4
E10000,750CJ,ODD Mechanical,13,750CJ_SCR,"SCR,M2X2MM,PHH,MSCR,NPL",2190,61689,LILYSFFBTX,BTX_PERSONAL_DESKTOPS,19-11-2016,12-12-2015,0,BTS,02:40.4
E10000,WTFG9,Keyboard_NBK,17,"WTFG9-KYBD,105,BULG,END3,WIN8,E5","KYBD,105,BULG,END3,WIN8,E5",2190,52371,SALADO 15,MIKE_SIMMONDS_COMM_NBK_KEYBOARDS,14-05-2016,16-04-2016,1,CTO,46:40.9
DAO,C7F2G,HDD_NB_DT,8,HDD_NB_2_5_500GB_7200_SATA3,"HD,500,S3,7.2,512E,7,AQUACSLIM",1865,57347,CORAL BTX,BTX_ALIENWARE_DESKTOPS,05-12-2015,28-11-2015,0,BTP,02:40.4
E10000,HYRF9,Keyboard_NBK,17,"NBKYBD_KYBD,107,SPN-C,M14IXFBP","KYBD,107,SPN-C,M14IXFBP",2190,57526,HOUSTON15CTOE,MIKE_SIMMONDS_COMM_NBK_KEYBOARDS,12-03-2016,21-11-2015,36,CTO,02:40.4
E10000,MWDV6,Carrying case,13,"MWDV6-CASE,CRYG,TARGUS,CAMP BACKP XL","CASE,CRYG,TARGUS,CAMP BACKP XL",2190,575,ALL PRODUCTS,ROBERT_THOMPSTONE_CARRYCASES,13-02-2016,06-02-2016,110,CTO,57:56.9
DAO,63PDH,ODD Mechanical,13,63PDH_CFG,"SCR,M2.5X5,PHH,TF,BCS",1865,52357,SALADO15TAA1,TAMEKA_WILSON(LATITUDE_BASE),16-04-2016,16-04-2016,5060,CTO,46:40.9
E10000,7K2G8,SSD_NB_DT,8,SSD_NB_2_5_128GB_SATA_S3_LC,"SSDR,128G,S3,7,SMSNG,CM871,LC",2190,62217,DOGFISH 3 CTO,KEN_HOGAN_COMMERCIAL_HDD,03-12-2016,30-04-2016,0,CTO,32:44.2
M10000,5120P,CORD,10,5120P_CFG,"CORD,PWR,125V,6FT,SPT2,UNSHLD",5000005,61684,GOODYEARSKLBTX,MOHD_KAMAL_BAKAR (POWER CORD),09-01-2016,26-12-2015,10,CTO,21:42.6
C40000,P4GGV,LCD,15,"P4GGV-ASSY,LCD,HUD,QHD,T,CF,C,G,7370","ASSY,LCD,HUD,QHD,T,CF,C,G,7370",5000948,69925,CELTICCTO,PHOAY_HOON_TAN (LATI LCD),27-02-2016,19-12-2015,0,CTO,02:40.4
C10000,JDDXD,ODD Mechanical,13,JDDXD - Arrowhead-Filler,"ASSY,FILLER,F5,ODD,USFF,780",5000960,54091,TIGRISSFFBTX,BTX_OPTIPLEX_DESKTOPS,04-06-2016,20-02-2016,224,BTO,57:56.9
M10000,4K380,Wireless,8,CRD_WRLES_M.2_DW1802_AGN,"CRD,WRLES,M.2,DW1802,AGN,WW",5000004,62881,LOVELAND14SBTX,BTX_LATITUDE,12-12-2015,31-10-2015,0,BTO,02:40.4
DAO,DJ454,Keyboard_DT,17,KYBD_Ruby_WW_US_W8,"KYBD,104,US,KB212B,W8,PMX",1865,54358,GREATBEAR MT BTX,BTX_VOSTRO_DESKTOPS,06-02-2016,09-01-2016,0,BTS,13:36.0
DAO,P4T2F,Memory,13,MEM_UDIMM_DDR3L_1600_4GB,"DIMM,4G,1600,1RX8,4G,DDR3L,U",1865,80747,PR53562WHTFSHSFF,DEBRALEA_ROGERS(LARGE ORDERS),13-08-2016,26-03-2016,0,CTO,21:48.5
M10000,DV0RH,MOUSE,8,MSE_ENTRY_OPTICAL_Sapphire_WW_PE_Black,"KIT,MSE,USB,WW,PE,MS116,LTON,B",5000004,75275,PR44128RHINEAIO,CHAN_MENG_TAN,19-12-2015,14-11-2015,0,CTO,02:40.4
E10000,1792J,Battery,13,"1792J-BRKT,BTRY,DUMMY,TP,7350","BRKT,BTRY,DUMMY,TP,7350",2190,57617,CRESTED BUTTECTO,ADRIENNE_CARTY_TIED_BATTERIES,23-01-2016,14-11-2015,1,CTO,02:40.4
M10000,K57GX,Wireless,8,CRD_WRLES_M.2_7265AC_D0,"CRD,WRLES,M.2,7265AC,D0",5000005,57499,GOLIADMLK14BTXE,BTX_LATITUDE,14-11-2015,24-10-2015,6,BTO,02:40.4
E10000,F41MP,ODM Mechanical,13,"F41MP-KIT,CVR,LCD,BSLN,BLK,N-TCH,V15","KIT,CVR,LCD,BSLN,BLK,N-TCH,V15",2190,60705,VANGOGH15BDWBTX,BTX_VOSTRO_NOTEBOOKS,22-04-2017,14-05-2016,0,BTP,32:44.2
C40000,4270E,ODD Mechanical,13,4270E_CFG,"SCR,M2X3,KSH,MS,BLO",5000947,56743,MARBLE FALLS14CTO,PHOAY_HOON_TAN (LATI LCD),30-07-2016,05-03-2016,0,CTO,46:25.9
C40000,J8XHN,ODM Mechanical,13,"J8XHN-ASSY,CVR,HNG CAP,TCH,L,H14","ASSY,CVR,HNG CAP,TCH,L,H14",5000947,57521,HOUSTON14CTO,PHOAY_HOON_TAN (LATI LCD),04-06-2016,03-10-2015,1,CTO,51:30.0
C10000,V022P,LCD,15,12.5HD_AG_E6_NBLCD,"LCD,12.5HDF,AG,EDP,AUO",5000960,62850,PARKCITY12BTX,BTX_LATITUDE,28-05-2016,07-05-2016,30,BTO,32:44.2
M10000,4K380,Wireless,8,CRD_WRLES_M.2_DW1802_AGN,"CRD,WRLES,M.2,DW1802,AGN,WW",5000005,62878,LOVELAND14BCTO,NUR_WARDAH_UMAR,10-10-2015,26-09-2015,0,CTO,51:30.0
E10000,16VP1,ODD,13,Cable_16VP1,"ASSY,CBL,SATA,ST,280MM,BLK,990",2190,51712,AMAZON,KEN_HOGAN_COMMERCIAL_HDD,21-05-2016,13-02-2016,42,CTO,57:56.9
DAO,300KG,Memory,13,MEM_SoDIMM_DDR3L_1866_4GB_XMP,"DIMM,4GB,1866,1RX8,DDR3L,S,XMP",1865,53301,DIESEL15GREYFED,"NASSIM_RAHMAT_ALI_MEM_ RELATIONSHIPNB, NASSIM",13-02-2016,19-12-2015,6,CTO,02:40.4
M10000,TD3KX,Memory,13,MEM_SODIMM_DDR4_2133_8GB,"DIMM,8GB,2133,2RX8,4G,DDR4,S",30000,61179,POPPY24BTX,BTX_PERSONAL_DESKTOPS,15-10-2016,09-01-2016,0,BTS,13:36.0
DAO,VT8FP,Memory,13,MEM_UDIMM_DDR3_1600_4GB,"DIMM,4G,1600,256X64,8,240,2RX8",1865,67434,PR45549TULUMSFFE,JACQUEL_HIGHTOWER(LARGE ORDERS),11-06-2016,26-12-2015,0,CTO,21:42.6
M10000,5TFCY,Battery,13,Houston12/14/15_3_Primary_Thin,"BTRY,PRI,38WHR,3C,LITH,SIMPLO",5000005,57513,HOUSTON12BTX,BTX_LATITUDE,23-07-2016,06-02-2016,0,BTO,57:56.9
E10000,HH164,ODD Mechanical,13,HH164_BRKT_CRD,"BRKT,CRD,RDR,BSLSN",2190,58005,AVALON 7 XLCTO,MAIREAD_MCLOUGHLIN_OPTI/FWS,04-06-2016,30-01-2016,1,CTO,17:43.1
E10000,H718C,CORD,10,POWERCORD_H718C,"CORD,PWR,250V,2.5A,1M,C5,EUR",2190,199,PARTS,ROBERT_THOMPSTONE_DOCKING_STATIONS,02-07-2016,21-11-2015,20,CTO,02:40.4
C40000,36W9M,SSD_NB_DT,8,SSD_NB_M2_2280_128GB_SATA,"SSDR,128,S3,2280,SAMSUNG,PM871",5001416,62406,SWORDFISHCTO,CHAI_FERN_TAN,20-02-2016,26-09-2015,13,CTO,51:30.0
DAO,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",1865,57495,GOLIADMLK12CTOE,"NASSIM_RAHMAT_ALI_MEM_ RELATIONSHIPNB, NASSIM",12-11-2016,28-11-2015,0,CTO,02:40.4
C40000,JY0YN,Wireless,8,CRD_WRLESS_DW1707,"CRD,WRLES,M2,DW1707BGN,WW,CHNY",5001417,61688,LOTUSSFFBTX,BTX_PERSONAL_DESKTOPS,12-11-2016,19-03-2016,0,BTO,15:39.5
E10000,NKHKV,ODM Mechanical,13,"NKHKV-ASSY,CVR,HNG CAP,R,N-TCH,E5470","ASSY,CVR,HNG CAP,R,N-TCH,E5470",2190,62853,PARKCITY14BTX,BTX_LATITUDE,03-09-2016,30-01-2016,37,BTO,17:43.1
E10000,4K380,Wireless,8,CRD_WRLES_M.2_DW1802_AGN,"CRD,WRLES,M.2,DW1802,AGN,WW",2190,62877,LOVELAND14BBTX,BTX_LATITUDE,18-03-2017,23-04-2016,279,BTO,59:38.0
DAO,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",1865,75361,PR50341GOL14MLKA,JACQUEL_HIGHTOWER(LARGE ORDERS),20-08-2016,31-10-2015,0,CTO,02:40.4
E10000,VH761,SSD_NB_DT,8,SSD_NB_Full_Mini_128GB_SATA,"SSDR,128,S3,MCARD,SMSNG,PM851",2190,57494,GOLIADMLK12BTXE,BTX_LATITUDE,05-03-2016,05-12-2015,834,BTO,02:40.4
C40000,3T26J,ODM Mechanical,13,"3T26J-ASSY,BZL,LCD,HNG,CVR,3550","ASSY,BZL,LCD,HNG,CVR,3550",5000947,56746,MARBLE FALLS15BTX,BTX_LATITUDE,06-08-2016,24-10-2015,0,BTO,02:40.4
C40000,P4T2F,Memory,13,MEM_UDIMM_DDR3L_1600_4GB,"DIMM,4G,1600,1RX8,4G,DDR3L,U",5000947,62414,WHITEFISHMTBTX,BTX_OPTIPLEX_DESKTOPS,11-06-2016,09-04-2016,1,BTO,00:02.3
DAO,N8MT5,Memory,13,MEM_UECC_DDR4_2133_4GB_4Gbx8SR,"DIMM,4GB,2133,1RX8,4G,DDR4,U",1865,79288,PR52595T130,DIPAL_PARMAR(LARGE ORDERS),21-05-2016,12-03-2016,500,CTO,21:27.0
E10000,55DV1,ODD Mechanical,13,55DV1_KIT_BZL,"KIT,BZL,BRKT,ODD,7440 AIO",2190,62420,BLUEFINAIOBTX,BTX_OPTIPLEX_DESKTOPS,08-10-2016,12-12-2015,0,BTP,02:40.4
E10000,8VYRG,ODM Mechanical,13,"8VYRG-BZL,N-TCH,CMRA,E5570/3510","BZL,N-TCH,CMRA,E5570/3510",2190,62856,PARKCITY15BTX,BTX_LATITUDE,23-04-2016,02-01-2016,12,BTS,21:42.6
DAO,V359T,ODM Mechanical,13,V359T_CFG,"ASSY,CMRA,0.92M,W/2 MIC,TULIP",1865,60153,TULIP15AMDBTX,BTX_PERSONAL_NOTEBOOKS,30-01-2016,28-11-2015,150,BTP,02:40.4
DAO,89TXC,Graphic Card,19,"89TXC-ASSY,CRD,GRPHC,N16E-Q3","ASSY,CRD,GRPHC,N16E-Q3",1865,61349,MIRAMAR17CTO,FIONA_WOO(GRAPHICS_RELATIONSHIPNB),24-12-2016,09-04-2016,192,CTO,00:02.3
DAO,KKMYD,Graphic Card,19,Dongle_DP-to-DVI-D(SL),"ADPT,CON,DNGL,DP2DVISL",1865,56526,AVALON5810CTO,FIONA_WOO_GRAPHIC_OPTI/PWS_DT,31-12-2016,19-03-2016,32,CTO,15:39.5
E10000,35JP0,Keyboard_NBK,17,"NBKYBD_KYBD,82,US-INTL,M15ISU-TB","KYBD,82,US-INTL,M15ISU-TB",2190,62850,PARKCITY12BTX,BTX_LATITUDE,23-07-2016,02-04-2016,0,BTP,56:43.7
DAO,5120P,CORD,10,5120P_CFG,"CORD,PWR,125V,6FT,SPT2,UNSHLD",1865,63398,ECHO 17 MLK BTX,BTX_ALIENWARE_NOTEBOOKS,19-03-2016,23-01-2016,0,BTP,11:48.7
C40000,750CJ,ODD Mechanical,13,750CJ_SCR,"SCR,M2X2MM,PHH,MSCR,NPL",5000948,61688,LOTUSSFFBTX,BTX_PERSONAL_DESKTOPS,18-06-2016,12-03-2016,63,BTO,21:27.0
E10000,8VYRG,ODM Mechanical,13,"8VYRG-BZL,N-TCH,CMRA,E5570/3510","BZL,N-TCH,CMRA,E5570/3510",2190,62856,PARKCITY15BTX,BTX_LATITUDE,23-04-2016,02-01-2016,12,BTS,21:42.6
M10000,5TFCY,Battery,13,Houston12/14/15_3_Primary_Thin,"BTRY,PRI,38WHR,3C,LITH,SIMPLO",5000005,57513,HOUSTON12BTX,BTX_LATITUDE,23-07-2016,06-02-2016,0,BTO,57:56.9
C10000,0KX1F,HDD_NB_DT,8,HDD_NB_2_5_500GB_7200_SATA3,"HD,500G,S3,7.2,512E,7MM,ST,YRX",5000979,62417,CODAIOCTO,CHAI_FERN_TAN,11-06-2016,19-12-2015,87,CTO,02:40.4
C40000,96N9F,ODD,13,RMSD_HH_DVDRW_Bare,"ASSY,DVD+/-RW,16X,HH,BARE,HLDS",5000947,56527,AVALON7810CTO,LI_THENG_FOO,21-01-2017,30-04-2016,1,CTO,32:44.2
M10000,6307G,ODM Mechanical,13,Camera_NB HD 2 mic M15 Maple MS-Mable Fall-Pandora-Bradley15,"ASSY,CMRA,0.92M,W/2 MIC,MAPLE",5000236,63886,PANDORA15SKLBTX,BEE_KIM_KANG,15-10-2016,23-04-2016,34,CTO,59:38.0
E10000,JHXPY,Battery,13,Dino 2_4_Poly_ ED650,"BTRY,PRI,56WHR,4C,LITH,SIMPLO",2190,61590,DINO2BTX,BTX_XPS_NOTEBOOKS,16-07-2016,19-12-2015,34,BTO,02:40.4
E10000,78390,CORD,10,78390_CFG,"CORD,PWR,250,10A,1.8M,SHUCO,ST",2190,34938,PARTS TIL,ANNMARIA_O'KELLY_CONSUM_FP,01-10-2016,07-11-2015,0,CTO,02:40.4
M10000,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",5000004,62884,LOVELAND15SBTX,BTX_LATITUDE,30-04-2016,09-01-2016,6,BTO,13:36.0
C40000,4D1NW,Wireless,8,"4D1NW-CRD,WRLES,NFC,I2C,W/CBL,NPC100","CRD,WRLES,NFC,I2C,W/CBL,NPC100",5000947,65308,BLACKWELLT4BTX,BTX_TABLETS,25-02-2017,23-04-2016,0,BTO,59:38.0
M10000,5TFCY,Battery,13,Houston12/14/15_3_Primary_Thin,"BTRY,PRI,38WHR,3C,LITH,SIMPLO",5000005,57513,HOUSTON12BTX,BTX_LATITUDE,23-07-2016,06-02-2016,0,BTO,57:56.9
C40000,GMF31,ODD Mechanical,13,"GMF31-BZL,ODD,DVD+/-RW,SALADO","BZL,ODD,DVD+/-RW,SALADO",5000948,52370,SALADO 14,NORMAWARZURA_MAT (RMSD_APJ),21-01-2017,20-02-2016,0,CTO,57:56.9
E10000,78390,CORD,10,78390_CFG,"CORD,PWR,250,10A,1.8M,SHUCO,ST",2190,74076,PR30932PROWLXL,ROBBIE_FITZGERALD_ESG_LARGE_ORDERS,01-10-2016,07-11-2015,0,CTO,02:40.4
DAO,V359T,ODM Mechanical,13,V359T_CFG,"ASSY,CMRA,0.92M,W/2 MIC,TULIP",1865,60153,TULIP15AMDBTX,STEFANIE_PEREZ,30-01-2016,28-11-2015,0,CTO,02:40.4
DAO,9CF26,HDD_NB_DT,8,HDD_500GB_SATA_6G_DT,"HD,500G,S3,7.2K,512E,SGT-PHAR",1865,61689,LILYSFFBTX,BTX_PERSONAL_DESKTOPS,09-07-2016,10-10-2015,0,BTO,51:30.0
DAO,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",1865,57502,GOLIADMLK12FTAAE,"NASSIM_RAHMAT_ALI_MEM_ RELATIONSHIPNB, NASSIM",12-11-2016,28-11-2015,0,CTO,02:40.4
M10000,TK957,CORD,10,TK957_Power Cord,"CORD,PWR,250,2.5A,1M,C5,E5,AUS",5000004,57494,GOLIADMLK12BTXE,BTX_LATITUDE,09-01-2016,07-11-2015,0,BTS,02:40.4
C40000,WD3KF,Keyboard_NBK,17,WD3KF_CFG,"KYBD,104,US,ENG,END3,WIN8,E5",5000947,52371,SALADO 15,ELISE_TAN (NBK_KYBD),20-02-2016,21-11-2015,8,CTO,02:40.4
E10000,91949,CORD,10,powercord_91949,"CORD,PWR,220V,2.0MTR,ST,SWI",2190,58501,X1018,EUGENE_MCMAHON_FORCE10,05-12-2015,24-10-2015,2,CTO,02:40.4
M10000,KG2HH,Cable,13,kg2hh - cable,"CBL,ENTRY,PS2,DOGFISH",5000945,62423,SWORDFISH MFF,SERENA_YANG,31-10-2015,26-09-2015,1,CTO,51:30.0
DAO,N2M64,Memory,13,MEM_SODIMM_DDR3L_1600_8GB,"DIMM,8GB,1600,2RX8,4G,DDR3L,S",1865,75888,PR50798COLUMXFR,DEBRALEA_ROGERS(LARGE ORDERS),19-11-2016,19-03-2016,0,CTO,15:39.5
E10000,819DG,CORD,10,819DG_Power Cord,"CORD,PWR,250,2.5A,1M,C5,E5,DEN",2190,53542,ALPINE 15,KENNETH_HOGAN_ADAPTERS_POWERCORDS,11-06-2016,07-11-2015,1,CTO,02:40.4
M10000,Y929D,Graphic Card,19,DT_Cons_Dozer_Suzuka_video_jack_y929d,"PLUG,VIDEO,JACK,SGL,DVI",5000005,56882,CENTAURI CTO,GUAT_NEE_LAU,11-02-2017,14-05-2016,0,CTO,32:44.2
I10000,K57GX,Wireless,8,CRD_WRLES_M.2_7265AC_D0,"CRD,WRLES,M.2,7265AC,D0",5000236,57495,GOLIADMLK12CTOE,NUR_WARDAH_UMAR,16-07-2016,26-09-2015,0,CTO,51:30.0
M10000,5TFCY,Battery,13,Houston12/14/15_3_Primary_Thin,"BTRY,PRI,38WHR,3C,LITH,SIMPLO",5000005,57513,HOUSTON12BTX,BTX_LATITUDE,23-07-2016,06-02-2016,0,BTO,57:56.9
E10000,J8NNP,ODM Mechanical,13,J8NNP_CFG,"ASSY,CMRA,HD,X7",2190,62856,PARKCITY15BTX,BTX_LATITUDE,30-01-2016,30-01-2016,84,BTS,17:43.1
DAO,89CK8,Graphic Card,19,"89CK8-CRD,GRPHC,NV,GTX970","CRD,GRPHC,NV,GTX970",1865,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS,17-12-2016,27-02-2016,0,BTO,52:53.0
DAO,MFXFW,ODM Mechanical,13,"MFXFW-ASSY,CVR,HNG CAP,TOUCH,E5540","ASSY,CVR,HNG CAP,TOUCH,E5540",1865,53550,ALPINE15TAA,HAR_HOOI_LIM(LCD_RELATIONSHIPNB),02-07-2016,19-12-2015,0,CTO,02:40.4
E10000,P67R9,CORD,10,P67R9_Power Cord,"CORD,PWR,250,2.5A,1M,C5,E5,SAF",2190,69923,CELTICBTX,DIARMUID_RYAN_LATITUDE,02-04-2016,09-01-2016,5,CTO,13:36.0
M10000,0FKKK,Graphic Card,19,0FKKK,"ASSY,CBL,LOCK,DP2DP",5000945,62530,FARALLONMTFCTO,SERENA_YANG,05-11-2016,14-05-2016,12,CTO,32:44.2
DAO,VN3N0,Battery,13,Iris/Tulip/VG14/Loveland_15_17_4_2.8_PRIMARY,"BTRY,PRI,40WHR,4C,LITH,SIMPLO",1865,59381,IRIS14SKLBTX,BTX_PERSONAL_NOTEBOOKS,25-02-2017,30-04-2016,0,BTO,32:44.2
DAO,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",1865,57513,HOUSTON12BTX,BTX_LATITUDE,04-06-2016,05-12-2015,0,BTS,02:40.4
M10000,78967,CORD,10,cable_78967,"CORD,PWR,250V,2.44M,AUS",5000005,8552,OEM NETWORKING,SAMANTHA_SL_LEE,23-04-2016,03-10-2015,1,CTO,51:30.0
E10000,2YPVG,ODM Mechanical,13,"2YPVG-BZL,LCD,N-TCH,HDCMRA+MIC,E7270","BZL,LCD,N-TCH,HDCMRA+MIC,E7270",2190,62904,BEAVERCREEK12BTX,BTX_LATITUDE,01-10-2016,19-12-2015,0,BTS,02:40.4
DAO,58DP4,Battery,13,Maple_4_Primary_Thin,"BTRY,PRI,58WHR,4C,LITH,SIMPLO",1865,199,PARTS,KERRY_NG,09-01-2016,16-01-2016,3,CTO,14:57.8
M10000,CM8DD,ODM Mechanical,13,"CM8DD-ASSY,CVR,LCD,NT,EDP,WWAN,E7470","ASSY,CVR,LCD,NT,EDP,WWAN,E7470",5000005,62907,BEAVERCREEK14BTX,BTX_LATITUDE,24-09-2016,02-04-2016,56,BTO,56:43.7
C40000,JY0YN,Wireless,8,CRD_WRLESS_DW1707,"CRD,WRLES,M2,DW1707BGN,WW,CHNY",5001417,61688,LOTUSSFFBTX,BTX_PERSONAL_DESKTOPS,12-11-2016,19-03-2016,0,BTO,15:39.5
DAO,N2M64,Memory,13,MEM_SODIMM_DDR3L_1600_8GB,"DIMM,8GB,1600,2RX8,4G,DDR3L,S",1865,57567,HOUSTON14TAA1,"NASSIM_RAHMAT_ALI_MEM_ RELATIONSHIPNB, NASSIM",26-12-2015,05-12-2015,51,CTO,02:40.4
DAO,TF52W,HDD_NB_DT,8,HDD_NB_2_5_2TB_5400_SATA3,"HD,2T,S3,5.4,512E,ST,M9T",1865,62419,BLUEFINAIOCTO,ALYSSA_YEOH(HDD_OPTI_RELATIONSHIPDT),20-02-2016,26-12-2015,1,CTO,21:42.6
E10000,MDP9K,Keyboard_NBK,17,"NBKYBD_KYBD,102,GER,M14NXC","KYBD,102,GER,M14NXC",2190,62880,LOVELAND15SCTO,MIKE_SIMMONDS_COMM_NBK_KEYBOARDS,27-02-2016,23-01-2016,0,CTO,11:48.7
M10000,MMRR9,Memory,13,MEM_LPR_DDR4_2133_32GB_4Gbx4QR_LV,"DIMM,32GB,2133,4RX4,4G,DDR4,LR",5000945,56998,PROWL,SIEW_KUN_NG,30-04-2016,16-01-2016,100,CTO,14:57.8
DAO,X4W7P,SSD_NB_DT,8,SSD_NB_2_5_128GB_SATA_S3,"SSDR,128G,S3,7MM,SMSNG,PM851",1865,76255,PR50938DOGFISH9,JACQUEL_HIGHTOWER(LARGE ORDERS),04-06-2016,09-01-2016,0,CTO,13:36.0
M10000,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",5000005,55727,CEDAR14BDWBTX,BTX_PERSONAL_NOTEBOOKS,09-07-2016,19-12-2015,0,BTO,02:40.4
M10000,5TFCY,Battery,13,Houston12/14/15_3_Primary_Thin,"BTRY,PRI,38WHR,3C,LITH,SIMPLO",5000005,57513,HOUSTON12BTX,BTX_LATITUDE,23-07-2016,06-02-2016,0,BTO,57:56.9
DAO,89CK8,Graphic Card,19,"89CK8-CRD,GRPHC,NV,GTX970","CRD,GRPHC,NV,GTX970",1865,61684,GOODYEARSKLBTX,BTX_XPS_DESKTOPS,17-12-2016,27-02-2016,0,BTO,52:53.0
E10000,HH164,ODD Mechanical,13,HH164_BRKT_CRD,"BRKT,CRD,RDR,BSLSN",2190,58005,AVALON 7 XLCTO,MAIREAD_MCLOUGHLIN_OPTI/FWS,04-06-2016,30-01-2016,1,CTO,17:43.1
C40000,KGMP9,Docking,8,"KGMP9-ASSY,DS,TB 15,KOR,180W","ASSY,DS,TB 15,KOR,180W",5000948,199,PARTS,KEI_YAIK_CHAN,19-03-2016,31-10-2015,1,CTO,02:40.4
C10000,NWMX1,Memory,13,MEM_SODIMM_DDR3L_1600_4GB,"DIMM,4GB,1600,1RX8,4G,DDR3L,S",5000960,61177,ORCAMD24BTX,BTX_PERSONAL_DESKTOPS,30-07-2016,26-09-2015,0,BTO,51:30.0
